DODECANE[100]

300 atoms
200 bonds
100 angles

1 atom types
1 bond types
1 angle types

0.000000 46.586000 xlo xhi
0.000000 46.586000 ylo yhi
0.000000 46.586000 zlo zhi

Masses

   1 52.853580 # C1

Pair Coeffs

   1    0.8365    4.7000 # C1-C1

Bond Coeffs

   1    1.4938    4.7000 # C1-C1

Angle Coeffs

   1    2.9876  180.0000 # C1-C1-C1

Atoms # full

      1       1       1  0.000000  2.006361e+01  1.821835e+01  1.674659e+01 # C1
      2       1       1  0.000000  2.437743e+01  2.008401e+01  1.673016e+01 # C1
      3       1       1  0.000000  2.869125e+01  2.194966e+01  1.671373e+01 # C1
      4       2       1  0.000000  2.261728e+01  5.629150e+00  2.286587e+01 # C1
      5       2       1  0.000000  2.489064e+01  9.739468e+00  2.270117e+01 # C1
      6       2       1  0.000000  2.716400e+01  1.384979e+01  2.253647e+01 # C1
      7       3       1  0.000000  2.829829e+01  5.681280e+00  2.588742e+01 # C1
      8       3       1  0.000000  2.367769e+01  4.821016e+00  2.588393e+01 # C1
      9       3       1  0.000000  1.905709e+01  3.960752e+00  2.588044e+01 # C1
     10       4       1  0.000000  1.409304e+01  2.034652e+01  7.710927e+00 # C1
     11       4       1  0.000000  1.529586e+01  1.795099e+01  3.850264e+00 # C1
     12       4       1  0.000000  1.649867e+01  1.555547e+01 -1.039800e-02 # C1
     13       5       1  0.000000  2.278252e+01  1.793786e+01  4.408585e+00 # C1
     14       5       1  0.000000  2.210055e+01  2.246248e+01  3.334915e+00 # C1
     15       5       1  0.000000  2.141858e+01  2.698709e+01  2.261245e+00 # C1
     16       6       1  0.000000  3.009290e+01  7.608317e+00  2.381186e+01 # C1
     17       6       1  0.000000  2.742832e+01  3.764712e+00  2.334633e+01 # C1
     18       6       1  0.000000  2.476374e+01 -7.889300e-02  2.288080e+01 # C1
     19       7       1  0.000000  8.996824e+00  7.162494e+00  1.505611e+01 # C1
     20       7       1  0.000000  1.074867e+01  6.576355e+00  1.073436e+01 # C1
     21       7       1  0.000000  1.250051e+01  5.990215e+00  6.412615e+00 # C1
     22       8       1  0.000000 -5.199500e-02  6.421231e+00  2.541595e+01 # C1
     23       8       1  0.000000  3.998177e+00  4.094164e+00  2.593639e+01 # C1
     24       8       1  0.000000  8.048349e+00  1.767097e+00  2.645684e+01 # C1
     25       9       1  0.000000  1.028687e+01  1.435712e+01  1.814509e+01 # C1
     26       9       1  0.000000  1.167164e+01  1.013102e+01  1.662443e+01 # C1
     27       9       1  0.000000  1.305642e+01  5.904912e+00  1.510376e+01 # C1
     28      10       1  0.000000  2.381772e+01  8.610923e+00  1.398769e+01 # C1
     29      10       1  0.000000  2.013737e+01  1.151092e+01  1.435516e+01 # C1
     30      10       1  0.000000  1.645702e+01  1.441092e+01  1.472263e+01 # C1
     31      11       1  0.000000  1.246867e+01  1.765860e+01  6.697441e+00 # C1
     32      11       1  0.000000  1.124422e+01  2.190281e+01  8.302853e+00 # C1
