LAMMPS Description

300  atoms
200  bonds
100  angles
0  dihedrals
0  impropers

1  atom types
1  bond types
1  angle types

0 46.586 xlo xhi
0 46.586 ylo yhi
0 46.586 zlo zhi

Masses

1 52.853580

Atoms

1 1 1 0.0 20.063608 18.218354 16.746590
2 1 1 0.0 24.377431 20.084008 16.730158
3 1 1 0.0 28.691254 21.949661 16.713727
4 2 1 0.0 22.617282 5.629150 22.865868
5 2 1 0.0 24.890641 9.739468 22.701172
6 2 1 0.0 27.164000 13.849786 22.536475
7 3 1 0.0 28.298292 5.681280 25.887418
8 3 1 0.0 23.677693 4.821016 25.883930
9 3 1 0.0 19.057094 3.960752 25.880442
10 4 1 0.0 14.093041 20.346516 7.710927
11 4 1 0.0 15.295856 17.950995 3.850264
12 4 1 0.0 16.498670 15.555474 -0.010398
13 5 1 0.0 22.782524 17.937863 4.408585
14 5 1 0.0 22.100550 22.462478 3.334915
15 5 1 0.0 21.418577 26.987094 2.261245
16 6 1 0.0 30.092899 7.608317 23.811863
17 6 1 0.0 27.428321 3.764712 23.346331
18 6 1 0.0 24.763742 -0.078893 22.880798
19 7 1 0.0 8.996824 7.162494 15.056108
20 7 1 0.0 10.748666 6.576355 10.734362
21 7 1 0.0 12.500507 5.990215 6.412615
22 8 1 0.0 -0.051995 6.421231 25.415945
23 8 1 0.0 3.998177 4.094164 25.936392
24 8 1 0.0 8.048349 1.767097 26.456840
25 9 1 0.0 10.286866 14.357125 18.145093
26 9 1 0.0 11.671642 10.131018 16.624429
27 9 1 0.0 13.056418 5.904912 15.103765
28 10 1 0.0 23.817723 8.610923 13.987693
29 10 1 0.0 20.137374 11.510922 14.355162
30 10 1 0.0 16.457024 14.410921 14.722632
31 11 1 0.0 12.468668 17.658596 6.697441
32 11 1 0.0 11.244218 21.902813 8.302853
33 11 1 0.0 10.019768 26.147029 9.908265
34 12 1 0.0 4.222967 15.206190 21.822366
35 12 1 0.0 2.161663 18.255295 18.899356
36 12 1 0.0 0.100358 21.304400 15.976347
37 13 1 0.0 7.391872 27.442032 23.210242
38 13 1 0.0 11.356340 25.534026 24.863271
39 13 1 0.0 15.320807 23.626020 26.516301
40 14 1 0.0 22.066500 16.699302 8.468982
41 14 1 0.0 20.590374 21.160690 8.384952
42 14 1 0.0 19.114248 25.622079 8.300923
43 15 1 0.0 8.935695 10.568947 24.430515
44 15 1 0.0 6.426912 9.244024 20.683438
45 15 1 0.0 3.918129 7.919101 16.936361
46 16 1 0.0 18.358761 11.629500 10.967918
47 16 1 0.0 17.857614 16.086425 9.562685
48 16 1 0.0 17.356468 20.543349 8.157452
49 17 1 0.0 14.719044 20.236818 14.562254
50 17 1 0.0 13.452742 24.698714 13.802014
51 17 1 0.0 12.186441 29.160610 13.041774
52 18 1 0.0 8.042586 15.508385 9.829205
53 18 1 0.0 9.347524 18.729610 6.665213
54 18 1 0.0 10.652461 21.950836 3.501220
55 19 1 0.0 16.906556 15.487796 18.028503
56 19 1 0.0 21.524792 14.992391 18.747166
57 19 1 0.0 26.143027 14.496987 19.465829
58 20 1 0.0 15.345957 14.057598 28.745014
59 20 1 0.0 11.819904 11.131971 27.697324
60 20 1 0.0 8.293851 8.206344 26.649635
61 21 1 0.0 27.030703 21.468517 21.077945
62 21 1 0.0 23.930806 23.116203 17.952922
63 21 1 0.0 20.830908 24.763889 14.827899
64 22 1 0.0 19.476043 16.470569 4.370775
65 22 1 0.0 15.809284 17.589280 7.089849
66 22 1 0.0 12.142525 18.707991 9.808923
67 23 1 0.0 9.395600 19.724564 21.821563
68 23 1 0.0 12.437457 23.158327 22.844490
69 23 1 0.0 15.479314 26.592089 23.867418
70 24 1 0.0 8.666447 11.600536 20.120416
71 24 1 0.0 8.767864 6.921072 20.547425
72 24 1 0.0 8.869281 2.241609 20.974435
73 25 1 0.0 19.814967 24.384632 22.121120
