DODECANE[100]

300 atoms
200 bonds
100 angles

1 atom types
1 bond types
1 angle types

0.000000 46.586000 xlo xhi
0.000000 46.586000 ylo yhi
0.000000 46.586000 zlo zhi

Masses

   1 52.853580 # C1

Pair Coeffs

   1    0.8365    4.7000 # C1-C1

Bond Coeffs

   1    1.4938    4.7000 # C1-C1

Angle Coeffs

   1    2.9876  180.0000 # C1-C1-C1

Atoms # full

      1       1       1  0.000000  8.519873e+00  5.682952e+00  2.459551e+00 # C1
      2       1       1  0.000000  1.285676e+01  4.396319e+00  3.734687e+00 # C1
      3       1       1  0.000000  1.719365e+01  3.109685e+00  5.009823e+00 # C1
      4       2       1  0.000000  1.026317e+01  7.526700e+00  2.708757e+01 # C1
      5       2       1  0.000000  1.306417e+01  1.081514e+01  2.523541e+01 # C1
      6       2       1  0.000000  1.586517e+01  1.410359e+01  2.338324e+01 # C1
      7       3       1  0.000000  4.784108e+00  1.641800e+01  2.950082e+00 # C1
      8       3       1  0.000000  9.142407e+00  1.805638e+01  2.309040e+00 # C1
      9       3       1  0.000000  1.350070e+01  1.969477e+01  1.667999e+00 # C1
     10       4       1  0.000000  5.586696e+00  1.442300e+01  1.638977e+01 # C1
     11       4       1  0.000000  9.921821e+00  1.481053e+01  1.816362e+01 # C1
     12       4       1  0.000000  1.425695e+01  1.519805e+01  1.993746e+01 # C1
     13       5       1  0.000000  2.900139e+01  5.303549e+00  2.660888e+01 # C1
     14       5       1  0.000000  2.460121e+01  5.837294e+00  2.504570e+01 # C1
     15       5       1  0.000000  2.020103e+01  6.371039e+00  2.348251e+01 # C1
     16       6       1  0.000000  2.592541e+01  1.389800e+01  1.098701e+01 # C1
     17       6       1  0.000000  2.787634e+01  1.806882e+01  1.004456e+01 # C1
     18       6       1  0.000000  2.982726e+01  2.223963e+01  9.102103e+00 # C1
     19       7       1  0.000000  8.956354e+00  9.866110e-01  7.457096e+00 # C1
     20       7       1  0.000000  8.093847e+00  5.446994e+00  8.661698e+00 # C1
     21       7       1  0.000000  7.231341e+00  9.907377e+00  9.866300e+00 # C1
     22       8       1  0.000000  2.705829e+01  9.449726e+00  2.614728e+01 # C1
     23       8       1  0.000000  2.698463e+01  6.176708e+00  2.277505e+01 # C1
     24       8       1  0.000000  2.691097e+01  2.903689e+00  1.940282e+01 # C1
     25       9       1  0.000000  2.631450e+01  1.120530e+01  1.344846e+01 # C1
     26       9       1  0.000000  2.298177e+01  7.907652e+00  1.377778e+01 # C1
     27       9       1  0.000000  1.964905e+01  4.610003e+00  1.410710e+01 # C1
     28      10       1  0.000000  6.324347e+00  1.720810e+01  5.759700e+00 # C1
     29      10       1  0.000000  7.240642e+00  1.652605e+01  1.031878e+01 # C1
     30      10       1  0.000000  8.156937e+00  1.584401e+01  1.487786e+01 # C1
     31      11       1  0.000000  1.758130e+01  1.440502e+01  9.053233e+00 # C1
     32      11       1  0.000000  1.313598e+01  1.427913e+01  1.057421e+01 # C1
     33      11       1  0.000000  8.690674e+00  1.415325e+01  1.209519e+01 # C1
     34      12       1  0.000000  6.399359e+00  6.485477e+00  6.029051e+00 # C1
     35      12       1  0.000000  9.367831e+00  3.197668e+00  4.457908e+00 # C1
     36      12       1  0.000000  1.233630e+01 -9.014100e-02  2.886766e+00 # C1
     37      13       1  0.000000  1.008482e+01  3.674032e+00  2.227221e+01 # C1
     38      13       1  0.000000  8.195966e+00  7.909983e+00  2.151131e+01 # C1
     39      13       1  0.000000  6.307116e+00  1.214593e+01  2.075041e+01 # C1
     40      14       1  0.000000  9.212195e+00  1.785619e+01  7.717156e+00 # C1
     41      14       1  0.000000  5.724729e+00  1.470839e+01  7.854756e+00 # C1
     42      14       1  0.000000  2.237264e+00  1.156059e+01  7.992355e+00 # C1
     43      15       1  0.000000  1.450482e+00  1.728840e+01  1.192862e+01 # C1
     44      15       1  0.000000  5.217489e+00  2.008614e+01  1.165968e+01 # C1
     45      15       1  0.000000  8.984495e+00  2.288388e+01  1.139075e+01 # C1
     46      16       1  0.000000  2.070060e+01  1.287048e+01  2.631688e+01 # C1
     47      16       1  0.000000  2.404467e+01  1.616963e+01  2.646769e+01 # C1
     48      16       1  0.000000  2.738875e+01  1.946879e+01  2.661849e+01 # C1
     49      17       1  0.000000  1.205170e+01  1.842773e+01  2.173951e+01 # C1
     50      17       1  0.000000  1.654380e+01  1.830836e+01  2.311675e+01 # C1
     51      17       1  0.000000  2.103590e+01  1.818899e+01  2.449399e+01 # C1
     52      18       1  0.000000  2.450055e+01  7.664496e+00  1.973244e+01 # C1
     53      18       1  0.000000  2.589766e+01  8.449796e+00  1.531414e+01 # C1
     54      18       1  0.000000  2.729477e+01  9.235096e+00  1.089584e+01 # C1
     55      19       1  0.000000  1.452704e+00  2.817244e+01  6.821521e+00 # C1
     56      19       1  0.000000  5.214118e+00  2.569578e+01  5.476932e+00 # C1
     57      19       1  0.000000  8.975531e+00  2.321912e+01  4.132342e+00 # C1
